Name,Code,Meang
CAUSE_FACTOR,74CK,DUMP VALVES
CAUSE_FACTOR,74CL,RAM AIR ASSEMBLY
CAUSE_FACTOR,74CM,OIL DILUTION SYSTEM
CAUSE_FACTOR,74CY,OTHER
CAUSE_FACTOR,74D,LUBRICATING SYSTEM
CAUSE_FACTOR,74DA,TANKS
CAUSE_FACTOR,74DB,"LINES,HOSES,FITTING"
CAUSE_FACTOR,74DC,VALVES
CAUSE_FACTOR,74DD,"FILTERS,SCREEN"
CAUSE_FACTOR,74DE,PUMP-PRESSURE
CAUSE_FACTOR,74DF,PUMPS-SCAVENGER
CAUSE_FACTOR,74DG,OIL COOLERS
CAUSE_FACTOR,74DH,MAGNETIC PLUGS
CAUSE_FACTOR,74DI,SEALS AND GASKETS
CAUSE_FACTOR,74DJ,REGULATORS
CAUSE_FACTOR,74DY,OTHER
CAUSE_FACTOR,74E,COOLING SYSTEM
CAUSE_FACTOR,74E0,COWLING
CAUSE_FACTOR,74E1,BAFFLES
CAUSE_FACTOR,74E2,FINS
CAUSE_FACTOR,74E3,RADIATORS
CAUSE_FACTOR,74E4,PUMPS
CAUSE_FACTOR,74E5,JACKETS
CAUSE_FACTOR,74E9,OTHER
CAUSE_FACTOR,74F,PROPELLER AND ACCESSORIES
CAUSE_FACTOR,74FA,BLADES
CAUSE_FACTOR,74FB,HUBS
CAUSE_FACTOR,74FC,ELECTRIC PITCH CONTROL MECHANISM
CAUSE_FACTOR,74FD,HYDRAULIC PITCH CONTROL MECHANISM
CAUSE_FACTOR,74FE,COUNTERWEIGHT
CAUSE_FACTOR,74FF,"SPINNERS,DOMES"
CAUSE_FACTOR,74FG,GOVERNORS
CAUSE_FACTOR,74FH,SYNCHRONIZATION MECHANISM
CAUSE_FACTOR,74FI,BLADE RETENTION MECHANISM
CAUSE_FACTOR,74FJ,"METAL CAP,BLADE LEADING EDGE"
CAUSE_FACTOR,74FK,SAFETY CLIP
CAUSE_FACTOR,74FL,PLANETARY GEAR
CAUSE_FACTOR,74FM,SLIP RING
CAUSE_FACTOR,74FY,OTHER
CAUSE_FACTOR,74G,EXHAUST SYSTEM
CAUSE_FACTOR,74G0,MANIFOLDS
CAUSE_FACTOR,74G1,MUFFLERS
CAUSE_FACTOR,74G2,AUGMENTOR TUBES
CAUSE_FACTOR,74G3,GASKET
CAUSE_FACTOR,74G4,CLAMPS
CAUSE_FACTOR,74G5,STACKS
CAUSE_FACTOR,74G6,BAFFLES
CAUSE_FACTOR,74G7,END PLATES
CAUSE_FACTOR,74G8,EXTERNAL SUPERCHARGER
CAUSE_FACTOR,74G9,OTHER
CAUSE_FACTOR,74H,ENGINE ACCESSORIES
CAUSE_FACTOR,74HA,VACUUM PUMPS
CAUSE_FACTOR,74HB,GENERATORS
CAUSE_FACTOR,74HC,HYDRAULIC PUMPS
CAUSE_FACTOR,74HD,ELECTRIC PUMPS
CAUSE_FACTOR,74HE,COWL FLAP ACTUATING ASSEMBLY
CAUSE_FACTOR,74HF,OIL COOLER ACTUATING ASSEMBLY
CAUSE_FACTOR,74HG,"FEATHERING MOTORS,PUMPS"
CAUSE_FACTOR,74HH,STARTERS
CAUSE_FACTOR,74HY,OTHER
CAUSE_FACTOR,74I,ENGINE CONTROLS
CAUSE_FACTOR,74I0,THROTTLE-POWER LEVER ASSEMBLIES
CAUSE_FACTOR,74I1,MIXTURE CONTROL ASSEMBLIES
CAUSE_FACTOR,74I2,FUEL INJECTION CONTROL
CAUSE_FACTOR,74I3,"INDUCTION AIR,PREHEAT CONTROLS"
CAUSE_FACTOR,74I4,OIL COOLER CONTROLS
CAUSE_FACTOR,74I5,PROPELLER GOVERNOR CONTROLS
CAUSE_FACTOR,74I6,COWL FLAP CONTROLS
CAUSE_FACTOR,74I9,OTHER
CAUSE_FACTOR,74J,POWERPLANT-INSTRUMENTS
CAUSE_FACTOR,74J0,POWER INDICATORS
CAUSE_FACTOR,74J1,FUEL PRESSURE GAUGE
CAUSE_FACTOR,74J2,FUEL QUANTITY GAUGE
CAUSE_FACTOR,74J3,FUEL FLOW INDICATOR
CAUSE_FACTOR,74J4,OIL TEMPERATURE GAUGE
CAUSE_FACTOR,74J5,OIL PRESSURE GAUGE
CAUSE_FACTOR,74J6,OIL QUANTITY GAUGE
CAUSE_FACTOR,74J9,OTHER
CAUSE_FACTOR,74K,MISCELLANEOUS
CAUSE_FACTOR,74KA,POWERPLANT FAILURE FOR UNDETERMINED REASONS
CAUSE_FACTOR,74KB,BIRD INGESTION
CAUSE_FACTOR,74KC,FOREIGN OBJECT DAMAGE
CAUSE_FACTOR,74KD,COMPRESSOR STALLS
CAUSE_FACTOR,74KE,DETONATION
CAUSE_FACTOR,74KY,OTHER
CAUSE_FACTOR,74L,REDUCTION GEAR ASSEMBLY
CAUSE_FACTOR,74LA,CASTING
CAUSE_FACTOR,74LB,MOUNT PAD
CAUSE_FACTOR,74LC,"GEARS,REDUCTION"
CAUSE_FACTOR,74LD,"BEARING,REDUCTION GEAR"
CAUSE_FACTOR,74LE,"SHAFT,ACCESSORY DRIVE"
CAUSE_FACTOR,74LF,"GEARS,ACCESSORY DRIVE"
CAUSE_FACTOR,74LG,"BEARING,ACCESSORY DRIVE"
CAUSE_FACTOR,74LH,BOSS EYE BOLT
CAUSE_FACTOR,74LI,SHAFT PROPELLER
CAUSE_FACTOR,74LJ,"BEARING,PROPELLER SHAFT"
CAUSE_FACTOR,74LY,OTHER
CAUSE_FACTOR,74M,COMPRESSOR ASSEMBLY
CAUSE_FACTOR,74MA,CASTING
CAUSE_FACTOR,74MB,"RETAINER,STATOR VANE"
CAUSE_FACTOR,74MC,STATOR VANE
CAUSE_FACTOR,74MD,"SEAL,ROTOR BLADE"
CAUSE_FACTOR,74ME,"DISC, COMPRESSOR ROTOR"
CAUSE_FACTOR,74MF,"BLADE,COMPRESSOR ROTOR"
CAUSE_FACTOR,74MG,RETENTION BLADE
CAUSE_FACTOR,74MH,RETENTION WHEEL
CAUSE_FACTOR,74MI,"BEARING,ROTOR SHAFT"
CAUSE_FACTOR,74MJ,"SHAFT,ROTOR"
CAUSE_FACTOR,74MK,IMPELLER
CAUSE_FACTOR,74ML,"GUIDE,VANE ROTATING"
CAUSE_FACTOR,74MM,"SEALS,AIR-OIL"
CAUSE_FACTOR,74MN,"VARIABLE,INLET GUIDE VANE"
CAUSE_FACTOR,74MP,FAN
CAUSE_FACTOR,74MY,OTHER
CAUSE_FACTOR,74N,COMBUSTION ASSEMBLY
CAUSE_FACTOR,74N0,CASTING-OUTER
CAUSE_FACTOR,74N1,CASING-INNER
CAUSE_FACTOR,74N2,"SEALS,CASING"
CAUSE_FACTOR,74N3,"LINER,COMBUSTION"
CAUSE_FACTOR,74N4,"TUBE,CROSSOVER"
CAUSE_FACTOR,74N5,"SEALS,EXPANSION"
CAUSE_FACTOR,74N6,TRANSITION LINER
CAUSE_FACTOR,74N8,OTHER
CAUSE_FACTOR,74P,TURBINE ASSEMBLY
CAUSE_FACTOR,74PA,CASING
CAUSE_FACTOR,74PB,"SEALS,CASING"
CAUSE_FACTOR,74PC,"SHROUD,RING"
CAUSE_FACTOR,74PD,"VANES,GUIDE"
CAUSE_FACTOR,74PE,"SUPPORT,GUIDE VANE"
CAUSE_FACTOR,74PF,"RETENTION,GUIDE VANE"
CAUSE_FACTOR,74PG,WHEEL TURBINE
CAUSE_FACTOR,74PH,"BLADE,TURBINE WHEEL"
CAUSE_FACTOR,74PI,"RETENTION,BLADE"
CAUSE_FACTOR,74PJ,"SPACER,WHEEL"
CAUSE_FACTOR,74PK,"SEALS,AIR-OIL"
CAUSE_FACTOR,74PL,"SHAFT,TURBINE"
CAUSE_FACTOR,74PM,"BEARING,SHAFT"
CAUSE_FACTOR,74PN,FAN
CAUSE_FACTOR,74PY,OTHER
CAUSE_FACTOR,74Q,ACCESSORY DRIVE ASSEMBLY
CAUSE_FACTOR,74Q0,CASTING
CAUSE_FACTOR,74Q1,EXTENSION SHAFT
CAUSE_FACTOR,74Q2,"BEARINGS,EXTENSION SHAFT"
CAUSE_FACTOR,74Q3,"UNIVERSAL JOINTS,EXTENSION SHAFT"
CAUSE_FACTOR,74Q4,"SHAFT,ACCESSORY DRIVE"
CAUSE_FACTOR,74Q5,"BEARING,ACCESSORY DRIVE SHAFT"
CAUSE_FACTOR,74Q6,"GEARS,ACCESSORY DRIVE"
CAUSE_FACTOR,74Q8,OTHER
CAUSE_FACTOR,74R,LUBRICATING SYSTEM
CAUSE_FACTOR,74R0,TANKS
CAUSE_FACTOR,74R1,"PUMP,PRESSURE"
CAUSE_FACTOR,74R2,"PUMP,SCAVENGE"
CAUSE_FACTOR,74R3,"FILTER,OIL"
CAUSE_FACTOR,74R4,"COOLER,OIL"
CAUSE_FACTOR,74R5,TUBING
CAUSE_FACTOR,74R6,MAGNETIC PLUG
CAUSE_FACTOR,74R8,OTHER
CAUSE_FACTOR,74S,FUEL SYSTEM
CAUSE_FACTOR,74SA,TANKS
CAUSE_FACTOR,74SB,"PUMP,FUEL"
CAUSE_FACTOR,74SC,"FILTER,FUEL"
CAUSE_FACTOR,74SD,"NOZZLE,FUEL"
CAUSE_FACTOR,74SE,FUEL CONTROL
CAUSE_FACTOR,74SF,ELECTRIC FUEL TRIMMING
CAUSE_FACTOR,74SG,FUEL SHUTOFF
CAUSE_FACTOR,74SH,FUEL HEATER
CAUSE_FACTOR,74SI,VARIABLE STATOR ACTUATOR
CAUSE_FACTOR,74SJ,JETTISON
CAUSE_FACTOR,74SK,PRESSURIZING AND DUMP VALVE
CAUSE_FACTOR,74SY,OTHER
CAUSE_FACTOR,74T,SAFETY SYSTEM
CAUSE_FACTOR,74T0,NEGATIVE TORQUE SIGNAL ACTUATOR
CAUSE_FACTOR,74T1,NEGATIVE TORQUE SIGNAL LINKAGE
CAUSE_FACTOR,74T2,SAFETY COUPLING RETAINING RING
CAUSE_FACTOR,74T3,SAFETY COUPLING SPRINGS
CAUSE_FACTOR,74T5,OTHER
CAUSE_FACTOR,74U,IGNITION SYSTEM
CAUSE_FACTOR,74U0,IGNITION
CAUSE_FACTOR,74U1,EXCITER
CAUSE_FACTOR,74U2,IGNITER PLUGS
CAUSE_FACTOR,74U3,LEADS
CAUSE_FACTOR,74U5,OTHER
CAUSE_FACTOR,74V,TORQUEMETER
CAUSE_FACTOR,74V0,SHAFT-TYPE TORQUEMETER
CAUSE_FACTOR,74V1,OIL PRESSURE-TYPE TORQUEMETER
CAUSE_FACTOR,74V4,OTHER
CAUSE_FACTOR,74W,AIR BLEED
CAUSE_FACTOR,74W0,BLEED VALUE
CAUSE_FACTOR,74W1,SPEED SENSITIVE VALVE
CAUSE_FACTOR,74W2,BLEED ACTUATOR
CAUSE_FACTOR,74W3,BLEED GOVERNOR
CAUSE_FACTOR,74W5,OTHER
CAUSE_FACTOR,74X,EXHAUST SYSTEM
CAUSE_FACTOR,74XA,CLAMPS
CAUSE_FACTOR,74XB,TERMINALS
CAUSE_FACTOR,74XC,LEADS
CAUSE_FACTOR,74XD,PROBE
CAUSE_FACTOR,74XE,BURNER RING
CAUSE_FACTOR,74XF,FUEL CONNECTIONS
CAUSE_FACTOR,74XG,EYELIDS
CAUSE_FACTOR,74XH,ACTUATOR
CAUSE_FACTOR,74XI,TRACK
CAUSE_FACTOR,74XY,OTHER
CAUSE_FACTOR,74Y,THRUST REVERSER
CAUSE_FACTOR,74Y0,REVERSER PUMP
CAUSE_FACTOR,74Y1,REVERSE FILTER
CAUSE_FACTOR,74Y2,PILOT VALVE
CAUSE_FACTOR,74Y3,CONTROL VALVE
CAUSE_FACTOR,74Y4,ACTUATORS
CAUSE_FACTOR,74Y5,REVERSER DOORS
CAUSE_FACTOR,74Y6,EJECTOR
CAUSE_FACTOR,74Y7,TRACK
CAUSE_FACTOR,74Y8,OTHER
CAUSE_FACTOR,74Z,PROPELLER SYSTEM
CAUSE_FACTOR,74ZA,"CONTROL UNIT,PCV"
CAUSE_FACTOR,74ZB,FEATHERING PUMP
CAUSE_FACTOR,74ZC,PITCH CHANGING MECHANISM
CAUSE_FACTOR,74ZD,BLADES
CAUSE_FACTOR,74ZE,HUB
CAUSE_FACTOR,74ZF,GOVERNOR
CAUSE_FACTOR,74ZG,SYNCHRONIZER-PROP
CAUSE_FACTOR,74ZH,PHASE SYNCHRONIZER-PROP
CAUSE_FACTOR,74ZY,OTHER
CAUSE_FACTOR,75,SYSTEMS
CAUSE_FACTOR,75A,ELECTRICAL SYSTEM
CAUSE_FACTOR,75AA,BATTERIES
CAUSE_FACTOR,75AB,AMMETERS/VOLTMETERS
CAUSE_FACTOR,75AC,GENERATORS/ALTERNATORS
CAUSE_FACTOR,75AD,CONSTANT SPEED DRIVE UNIT
CAUSE_FACTOR,75AE,INVERTER
CAUSE_FACTOR,75AF,DYNAMOTOR
CAUSE_FACTOR,75AG,RECTIFIER
CAUSE_FACTOR,75AH,CONVERTER
CAUSE_FACTOR,75AI,REGULATOR
CAUSE_FACTOR,75AJ,RELAYS AND WIRING
CAUSE_FACTOR,75AK,MOTORS
CAUSE_FACTOR,75AL,SWITCHES
CAUSE_FACTOR,75AM,PROTECTIVE DEVICES
CAUSE_FACTOR,75AY,OTHER
CAUSE_FACTOR,75B,HYDRAULIC SYSTEM
CAUSE_FACTOR,75BA,PRESSURE REGULATORS
CAUSE_FACTOR,75BB,HYDRAULIC PUMPS
CAUSE_FACTOR,75BC,HYDRAULIC MOTORS
CAUSE_FACTOR,75BD,"RESERVOIR,LINES,FITTINGS"
CAUSE_FACTOR,75BE,FILTERS
CAUSE_FACTOR,75BF,SEALS
CAUSE_FACTOR,75BG,RELIEF VALVE
CAUSE_FACTOR,75BH,SHUT-OFF VALVE
CAUSE_FACTOR,75BI,BY-PASS VALVE
CAUSE_FACTOR,75BY,OTHER
CAUSE_FACTOR,75C,FLIGHT CONTROL SYSTEMS
CAUSE_FACTOR,75CA,AILERON AND AILERON TAB CONTROL SYSTEM
CAUSE_FACTOR,75CB,AILERON TRIM INDICATOR SYSTEM
CAUSE_FACTOR,75CC,ELEVATOR AND ELEVATOR TAB CONTROL SYSTEM
CAUSE_FACTOR,75CD,ELEVATOR TRIM INDICATOR SYSTEM
CAUSE_FACTOR,75CE,RUDDER AND RUDDER TAB CONTROL SYSTEM
CAUSE_FACTOR,75CF,RUDDER TRIM INDICATOR SYSTEM
CAUSE_FACTOR,75CG,WING FLAP CONTROL SYSTEM ELECTRICAL
CAUSE_FACTOR,75CH,WING FLAP CONTROL SYSTEM HYDRAULIC
CAUSE_FACTOR,75CI,WING FLAP CONTROL SYSTEM MECHANICAL
CAUSE_FACTOR,75CJ,FLIGHT CONTROL LOAD FEEL SYSTEM
CAUSE_FACTOR,75CK,"FLIGHT CONTROL BOOST SYSTEM, ELECTRICAL"
CAUSE_FACTOR,75CL,"FLIGHT CONTROL BOOST SYSTEMS, HYDRAULIC"
CAUSE_FACTOR,75CM,FLIGHT CONTROL POWER REVERSAL MECHANISM EJECTORS
CAUSE_FACTOR,75CN,HORIZONTAL STABILIZER DRIVE SYSTEM
CAUSE_FACTOR,75CP,HORIZONTAL STABILIZER POSITION INDICATING SYSTEM
CAUSE_FACTOR,75CQ,MACH TRIM SYSTEM
CAUSE_FACTOR,75CR,FLIGHT CONTROL GUST LOCK SYSTEM
CAUSE_FACTOR,75CS,WING SPOILER SYSTEM
CAUSE_FACTOR,75CT,WING SLOT SYSTEM
CAUSE_FACTOR,75CU,SPEED BRAKE SYSTEM
CAUSE_FACTOR,75CV,WING LEADING EDGE FLAP SYSTEM
CAUSE_FACTOR,75CY,OTHER
CAUSE_FACTOR,75D,"ANTI-ICING,DE-ICING SYSTEMS"
CAUSE_FACTOR,75DA,"WING ANTI-ICING,DE-ICING SYSTEMS"
CAUSE_FACTOR,75DB,"EMPENNAGE ANTI-ICING,DE-ICING SYSTEMS"
CAUSE_FACTOR,75DC,"WINDSHIELD ANTI-ICING,DE-ICING SYSTEMS"
CAUSE_FACTOR,75DD,"PROPELLER ANTI-ICING,DE-ICING SYSTEMS"
CAUSE_FACTOR,75DE,CARBURETOR DE-ICING SYSTEM
CAUSE_FACTOR,75DF,FUEL DE-ICING SYSTEM
CAUSE_FACTOR,75DG,PITOT ANTI-ICE SYSTEM
CAUSE_FACTOR,75DH,Q-SPRING INLET ANTI-ICE SYSTEM
CAUSE_FACTOR,75DY,OTHER
CAUSE_FACTOR,75E,"AIR CONDITION,HEATING AND PRESSURIZATION"
CAUSE_FACTOR,75EA,TURBO-COMPRESSOR
CAUSE_FACTOR,75EB,PRESSURE REGULATOR AND PRESSURE RELIEF VALVE
CAUSE_FACTOR,75EC,PRESSURIZATION CONTROL AND INDICATING SYSTEM
CAUSE_FACTOR,75ED,FREON SYSTEM
CAUSE_FACTOR,75EE,CONDITIONED AIR EMERGENCY VALVES
CAUSE_FACTOR,75EF,CABIN TEMP. CONTROL AND TEMP. INDICATING SYSTEM
CAUSE_FACTOR,75EY,OTHER
CAUSE_FACTOR,75F,AUTO PILOT
CAUSE_FACTOR,75FA,AMPLIFIER AND COMPUTER
CAUSE_FACTOR,75FB,TRANSMITTER
CAUSE_FACTOR,75FC,SERVO
CAUSE_FACTOR,75FD,GYROS
CAUSE_FACTOR,75FE,DISENGAGE UNIT
CAUSE_FACTOR,75FY,OTHER
CAUSE_FACTOR,75G,FIRE WARNING SYSTEM
CAUSE_FACTOR,75GA,POWERPLANT
CAUSE_FACTOR,75GB,HEATERS
CAUSE_FACTOR,75GC,AIRFRAME
CAUSE_FACTOR,75H,FIRE EXTINGUISHING SYSTEM
CAUSE_FACTOR,75HA,POWERPLANT
CAUSE_FACTOR,75HB,HEATERS
CAUSE_FACTOR,75HC,AIRFRAME
CAUSE_FACTOR,75HD,PORTABLE
CAUSE_FACTOR,75I,OXYGEN SYSTEM
CAUSE_FACTOR,75IA,CREW SYSTEM
CAUSE_FACTOR,75IB,PASSENGER SYSTEM
CAUSE_FACTOR,75IC,PORTABLE SYSTEM
CAUSE_FACTOR,75J,OTHER SYSTEMS
CAUSE_FACTOR,75JA,PITOT SYSTEM
CAUSE_FACTOR,75JB,VACUUM SYSTEM
CAUSE_FACTOR,75JY,OTHER
CAUSE_FACTOR,76,INSTRUMENTS/EQUIPMENT AND ACCESSORIES
CAUSE_FACTOR,76A,FLIGHT AND NAVIGATION INSTRUMENTS
CAUSE_FACTOR,76AA,ALTIMETERS
CAUSE_FACTOR,76AB,AIRSPEED
CAUSE_FACTOR,76AC,BANK AND TURN
CAUSE_FACTOR,76AD,ATTITUDE GYRO
CAUSE_FACTOR,76AE,RATE OF CLIMB
CAUSE_FACTOR,76AF,DIRECTIONAL GYRO
CAUSE_FACTOR,76AG,ANGLE OF ATTACK INDICATOR
CAUSE_FACTOR,76AH,COMPASS
CAUSE_FACTOR,76AI,RADIO MAGNETIC INDICATOR
CAUSE_FACTOR,76AJ,COURSE INDICATOR
CAUSE_FACTOR,76AK,FLUXGATE COMPASS
CAUSE_FACTOR,76AY,OTHER
CAUSE_FACTOR,76B,COMMUNICATIONS AND NAVIGATION EQUIPMENT
CAUSE_FACTOR,76BA,TRANSMITTERS AND/OR RECEIVERS
CAUSE_FACTOR,76BB,ILS RECEIVERS
CAUSE_FACTOR,76BC,VOR RECEIVERS
CAUSE_FACTOR,76BD,COMPASS RECEIVERS
CAUSE_FACTOR,76BE,LF-RECEIVER
CAUSE_FACTOR,76BF,TACAN RECEIVER
CAUSE_FACTOR,76BG,LORAN RECEIVER
CAUSE_FACTOR,76BH,DME
CAUSE_FACTOR,76BY,OTHER
CAUSE_FACTOR,76C,MISCELLANEOUS EQUIPMENT
CAUSE_FACTOR,76CA,"SPRAY,DUSTING EQUIPMENT"
CAUSE_FACTOR,76CB,SIGN TOWING EQUIPMENT
CAUSE_FACTOR,76CC,ELECTRIC SIGN ON AIRCRAFT
CAUSE_FACTOR,76CD,PICK-UP EQUIPMENT
CAUSE_FACTOR,76CE,GLIDER LAUNCH/TOW EQUIPMENT
CAUSE_FACTOR,76CY,OTHER
CAUSE_FACTOR,78,ROTORCRAFT
CAUSE_FACTOR,78A,ROTOR ASSEMBLIES
CAUSE_FACTOR,78AA,MAIN ROTOR BLADES
CAUSE_FACTOR,78AB,TAIL ROTOR BLADES
CAUSE_FACTOR,78AC,MAIN ROTOR HEAD ASSEMBLIES
CAUSE_FACTOR,78AD,BALANCERS
CAUSE_FACTOR,78AE,STOP CABLES
CAUSE_FACTOR,78AF,DROOP STOPS
CAUSE_FACTOR,78AG,"UNIVERSAL JOINTS,COUPLINGS"
CAUSE_FACTOR,78AH,BEARINGS
CAUSE_FACTOR,78AI,JET TIP BOOSTS
CAUSE_FACTOR,78AJ,BLADE TRIM TABS
CAUSE_FACTOR,78AK,MAIN ROTOR BRAKE ASSEMBLY
CAUSE_FACTOR,78AY,OTHER
CAUSE_FACTOR,78B,TRANSMISSION ROTOR DRIVE SYSTEM
CAUSE_FACTOR,78BA,ENGINE DRIVE SHAFT
CAUSE_FACTOR,78BB,MAIN ROTOR DRIVE SHAFT
CAUSE_FACTOR,78BC,FREE WHEEL UNIT
CAUSE_FACTOR,78BD,MAIN ROTOR BRAKE ASSEMBLY
CAUSE_FACTOR,78BE,MAIN ROTOR GEAR BOX
CAUSE_FACTOR,78BF,"MAIN ROTOR PULLEYS,BELTS"
CAUSE_FACTOR,78BG,TAIL ROTOR DRIVE SHAFT ASSEMBLY
CAUSE_FACTOR,78BH,TAIL ROTOR GEAR BOX
CAUSE_FACTOR,78BI,MAIN ROTOR INTERMEDIATE GEARS
CAUSE_FACTOR,78BJ,CLUTCH ASSEMBLY
CAUSE_FACTOR,78BK,"GEAR BOX OIL COOLER,BLOWER"
CAUSE_FACTOR,78BL,SPRAG SYSTEM
CAUSE_FACTOR,78BY,OTHER
CAUSE_FACTOR,78C,FLIGHT CONTROL SYSTEMS
CAUSE_FACTOR,78C0,CYCLIC PITCH CONTROL SYSTEM
CAUSE_FACTOR,78C1,COLLECTIVE PITCH CONTROL SYSTEM
CAUSE_FACTOR,78C2,TAIL ROTOR PITCH CONTROL SYSTEM
CAUSE_FACTOR,78C3,STABILIZING SURFACES-DAMPERS
CAUSE_FACTOR,78C4,MIXING UNIT
CAUSE_FACTOR,78C9,OTHER
CAUSE_FACTOR,78D,MISCELLANEOUS UNITS AND ASSEMBLIES
CAUSE_FACTOR,78D0,AUTOMATIC STABILIZATION EQUIPMENT
CAUSE_FACTOR,78D1,TRANSMISSION OIL PRESSURE INDICATOR
CAUSE_FACTOR,78D2,TRANSMISSION WARNING TEST INDICATOR
CAUSE_FACTOR,78D3,TRANSMISSION TEMPERATURE INDICATOR
CAUSE_FACTOR,78D4,DUAL TACHOMETER
CAUSE_FACTOR,78D5,EMERGENCY FLOTATION GEAR
CAUSE_FACTOR,78D6,TAIL BOOMS/PYLONS/CONES
CAUSE_FACTOR,78D9,OTHER
CAUSE_FACTOR,80,AIRPORTS/AIRWAYS/FACILITIES
CAUSE_FACTOR,80A,AIRPORT FACILITIES
CAUSE_FACTOR,80A0,INSTRUMENT LANDING SYSTEM
CAUSE_FACTOR,80A1,TVOR
CAUSE_FACTOR,80A2,APPROACH LIGHTING
CAUSE_FACTOR,80A3,RUNWAY LIGHTING
CAUSE_FACTOR,80A4,RAMP FACILITIES
CAUSE_FACTOR,80A5,TAXIWAY LIGHTING AND MARKING
CAUSE_FACTOR,80A6,OBSTRUCTION LIGHTING
CAUSE_FACTOR,80A9,OTHER
CAUSE_FACTOR,80B,AIRPORT CONDITIONS
CAUSE_FACTOR,80BA,WET RUNWAY
CAUSE_FACTOR,80BB,ICE/SLUSH ON RUNWAY
CAUSE_FACTOR,80BC,SNOW ON RUNWAY
CAUSE_FACTOR,80BD,SNOW WINDROWS
CAUSE_FACTOR,80BE,UNMARKED OBSTRUCTIONS
CAUSE_FACTOR,80BF,SOFT SHOULDERS
CAUSE_FACTOR,80BG,GLASSY WATER
CAUSE_FACTOR,80BH,ROUGH WATER
CAUSE_FACTOR,80BI,HIGH VEGETATION
CAUSE_FACTOR,80BJ,HIDDEN HAZARD
CAUSE_FACTOR,80BK,POORLY MAINTAINED RUNWAY SURFACE
CAUSE_FACTOR,80BL,SOFT RUNWAY
CAUSE_FACTOR,80BN,WET RAMP/TAXIWAY
CAUSE_FACTOR,80BP,ICE/SLUSH ON RAMP/TAXIWAY
CAUSE_FACTOR,80BQ,SNOW ON RAMP/TAXIWAY
CAUSE_FACTOR,80BR,SOFT SHOULDERS
CAUSE_FACTOR,80BS,POORLY MAINTAINED RAMP/TAXIWAY SURFACE
CAUSE_FACTOR,80BT,SOFT TAXIWAY
CAUSE_FACTOR,80BY,OTHER
CAUSE_FACTOR,80C,AIRWAYS FACILITIES
CAUSE_FACTOR,80C0,VOR
